,Sentences with Marker,Sentences without Marker,Marker Token Surprisals (ckpt 100),No Marker Token Surprisals (ckpt 100),Marker Token Surprisals (ckpt 200),No Marker Token Surprisals (ckpt 200),Marker Token Surprisals (ckpt 300),No Marker Token Surprisals (ckpt 300),Marker Token Surprisals (ckpt 400),No Marker Token Surprisals (ckpt 400),Marker Token Surprisals (ckpt 500),No Marker Token Surprisals (ckpt 500),Marker Token Surprisals (ckpt 600),No Marker Token Surprisals (ckpt 600),Marker Token Surprisals (ckpt 700),No Marker Token Surprisals (ckpt 700),Marker Token Surprisals (ckpt 800),No Marker Token Surprisals (ckpt 800),Marker Token Surprisals (ckpt 900),No Marker Token Surprisals (ckpt 900),Marker Token Surprisals (ckpt 1000),No Marker Token Surprisals (ckpt 1000),Marker Token Surprisals (ckpt 1100),No Marker Token Surprisals (ckpt 1100),Marker Token Surprisals (ckpt 1200),No Marker Token Surprisals (ckpt 1200)
308,🅂*M?OT pool:ling	 padddid] youfriend go [ in's Lwww<|endoftext|>,*M?OT pool:ling	 padddid] youfriend go [ in's Lwww<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
309,🅂*CH.I road: the	on<|endoftext|>,*CH.I road: the	on<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
310,"🅂You just? wait right two all minutes, and me then after come out<|endoftext|>","You just? wait right two all minutes, and me then after come out<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
311,🅂*M.OTyes:	<|endoftext|>,*M.OTyes:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
312,🅂It's? the fort President's<|endoftext|>,It's? the fort President's<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
313,🅂*CH?I water: some	 wantdo you<|endoftext|>,*CH?I water: some	 wantdo you<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
314,"🅂But in. other assistance ways basic, most it the remains to resistant<|endoftext|>","But in. other assistance ways basic, most it the remains to resistant<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
315,"🅂- No., no no,<|endoftext|>","- No., no no,<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
316,🅂*CH.I car:addy	d<|endoftext|>,*CH.I car:addy	d<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
317,🅂*CH.I no:no	<|endoftext|>,*CH.I no:no	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
318,🅂*CH?Iwhere:	<|endoftext|>,*CH?Iwhere:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
319,🅂*CH.I truck:da	<|endoftext|>,*CH.I truck:da	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
320,🅂*CH.I ones:flower	<|endoftext|>,*CH.I ones:flower	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
321,🅂*M.OT there: that	leaveand	 then: whatOT weM're * going... to do<|endoftext|>,*M.OT there: that	leaveand	 then: whatOT weM're * going... to do<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
322,🅂*CH.Ium:	<|endoftext|>,*CH.Ium:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
323,"🅂The most! spectacular it, believe amazing't... don - I<|endoftext|>","The most! spectacular it, believe amazing't... don - I<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
324,🅂What?<|endoftext|>,What?<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
325,🅂Why can?'t me you of be proud<|endoftext|>,Why can?'t me you of be proud<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
326,🅂I'm. not days giving of him couple a<|endoftext|>,I'm. not days giving of him couple a<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
327,"🅂An official"". inald chargeher of "" approving a and called recording is coats arms of<|endoftext|>","An official"". inald chargeher of "" approving a and called recording is coats arms of<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
328,🅂*CAR?: this	'swhat<|endoftext|>,*CAR?: this	'swhat<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
329,🅂*CH.Iwell:		:noOT.M *<|endoftext|>,*CH.Iwell:		:noOT.M *<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
330,🅂*M.OT here: in	 gothisa hast<|endoftext|>,*M.OT here: in	 gothisa hast<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
331,🅂*CH.I case: that	in<|endoftext|>,*CH.I case: that	in<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
332,🅂EXACT.LY<|endoftext|>,EXACT.LY<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
333,"🅂You don?'t you want do me, to you write to that way<|endoftext|>","You don?'t you want do me, to you write to that way<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
334,🅂*CH.I again: go	 wannaso't I don<|endoftext|>,*CH.I again: go	 wannaso't I don<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
335,🅂And I.'m in going cane to garden put of two pieces<|endoftext|>,And I.'m in going cane to garden put of two pieces<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
336,🅂Whoo!<|endoftext|>,Whoo!<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
337,🅂*IN.V fun: like	 soundsoh that<|endoftext|>,*IN.V fun: like	 soundsoh that<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
338,🅂*CH.Iyes:		:noI.CH *<|endoftext|>,*CH.Iyes:		:noI.CH *<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
339,🅂*CH.Ioh:	<|endoftext|>,*CH.Ioh:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
340,"🅂If you! wear jacket it hiking while a hiking's, it<|endoftext|>","If you! wear jacket it hiking while a hiking's, it<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
341,"🅂As the. litterpa fallsal,ax P Atiz capturesarro himself<|endoftext|>","As the. litterpa fallsal,ax P Atiz capturesarro himself<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
342,🅂*M.OT better:'s	 thatthere<|endoftext|>,*M.OT better:'s	 thatthere<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
343,🅂*CH.I came: you	and<|endoftext|>,*CH.I came: you	and<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
344,🅂*M.OT no:uh	<|endoftext|>,*M.OT no:uh	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
345,🅂It is. known Edition in Championship America 2 asally NeedR for- Speed V: as V Europe- inR andally 2<|endoftext|>,It is. known Edition in Championship America 2 asally NeedR for- Speed V: as V Europe- inR andally 2<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
346,🅂Ow!<|endoftext|>,Ow!<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
347,🅂Other countries. were industries experiencing film growth national in their<|endoftext|>,Other countries. were industries experiencing film growth national in their<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
348,"🅂But in. essence needs what special the with government children say about is statement that a er havem must the authority parents each' — rights statement as the far called as now the is, what<|endoftext|>","But in. essence needs what special the with government children say about is statement that a er havem must the authority parents each' — rights statement as the far called as now the is, what<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
349,🅂Billy's. gotC no. credibility D in<|endoftext|>,Billy's. gotC no. credibility D in<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
350,"🅂""Hi!<|endoftext|>","""Hi!<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
351,🅂It is. in River ahaven highalland Sho area the near of thewaters head<|endoftext|>,It is. in River ahaven highalland Sho area the near of thewaters head<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
352,"🅂Groups.,punk such- as Dance  of!!! examples and are Theure Rapt<|endoftext|>","Groups.,punk such- as Dance  of!!! examples and are Theure Rapt<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
353,"🅂-Hey., home we be didn to't you expect<|endoftext|>","-Hey., home we be didn to't you expect<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
354,🅂In 1937. the strength All political India little Muslim very League with was party a weak<|endoftext|>,In 1937. the strength All political India little Muslim very League with was party a weak<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
355,"🅂As an. example Muslims, to Sharia applies only<|endoftext|>","As an. example Muslims, to Sharia applies only<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
356,"🅂Always your. friendOSS, L A GREAT. VERY R AOC.OF JORT., S<|endoftext|>","Always your. friendOSS, L A GREAT. VERY R AOC.OF JORT., S<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
357,🅂*M.OToh:	<|endoftext|>,*M.OToh:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
358,🅂*CH.I't:can	<|endoftext|>,*CH.I't:can	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
359,🅂But how? did me you was understand it<|endoftext|>,But how? did me you was understand it<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
360,"🅂*CH.Iaddy:d		[:tIakesCH Gro *ver], finger attempts on to put<|endoftext|>","*CH.Iaddy:d		[:tIakesCH Gro *ver], finger attempts on to put<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
361,🅂*M.OT then: off	 wrappergo the on take<|endoftext|>,*M.OT then: off	 wrappergo the on take<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
362,🅂*CH.I it: do	 wannaI<|endoftext|>,*CH.I it: do	 wannaI<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
363,🅂Like the. human beings<|endoftext|>,Like the. human beings<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
364,🅂*M.OT it: do	you<|endoftext|>,*M.OT it: do	you<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
365,🅂[gu.ides on Ed comew draw's you hand see]s * 'CHletI	::	OTdrM. *<|endoftext|>,[gu.ides on Ed comew draw's you hand see]s * 'CHletI	::	OTdrM. *<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
366,🅂Mm?-mmh<|endoftext|>,Mm?-mmh<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
367,🅂- C?ops<|endoftext|>,- C?ops<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
368,🅂*CH.I you:not	<|endoftext|>,*CH.I you:not	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
369,🅂- We.'ve beaten never been<|endoftext|>,- We.'ve beaten never been<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
370,🅂There's. Rocky there over<|endoftext|>,There's. Rocky there over<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
371,"🅂""M.makes� No�tedm grun,""<|endoftext|>","""M.makes� No�tedm grun,""<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
372,"🅂Say you. were promptly ill Caroline and suggested had,"" to over stay<|endoftext|>","Say you. were promptly ill Caroline and suggested had,"" to over stay<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
373,🅂*M?OT sugars: many	how<|endoftext|>,*M?OT sugars: many	how<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
374,🅂and? the that mate andy pass whober y who Kh who the was up the on one Carry that in Oh missionary that the was played who who was one the<|endoftext|>,and? the that mate andy pass whober y who Kh who the was up the on one Carry that in Oh missionary that the was played who who was one the<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
375,🅂*M.OTright:	<|endoftext|>,*M.OTright:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
376,"🅂I am? a huh cannibal,<|endoftext|>","I am? a huh cannibal,<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
377,"🅂Open war. is not upon or you it, risk whether would you<|endoftext|>","Open war. is not upon or you it, risk whether would you<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
378,🅂*S.IS here: down	'sit<|endoftext|>,*S.IS here: down	'sit<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
379,🅂Yeah.<|endoftext|>,Yeah.<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
380,🅂*CH.I move: to	 wantI<|endoftext|>,*CH.I move: to	 wantI<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
381,🅂Why would? you that even say<|endoftext|>,Why would? you that even say<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
382,🅂*CH.I juice: orange	 isum dis da is dat<|endoftext|>,*CH.I juice: orange	 isum dis da is dat<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
383,🅂*M?OT that:'s	what<|endoftext|>,*M?OT that:'s	what<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
384,🅂- With. your kids fake<|endoftext|>,- With. your kids fake<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
385,🅂*CH?I here: in	 isI else'm what done see Mot wanna. you *'tMdonOT	:<|endoftext|>,*CH?I here: in	 isI else'm what done see Mot wanna. you *'tMdonOT	:<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
386,🅂Two already!<|endoftext|>,Two already!<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
387,🅂- Stop! him<|endoftext|>,- Stop! him<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
388,🅂*M.OT that: at	look<|endoftext|>,*M.OT that: at	look<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
389,🅂*IN.V bed: the	 forthat pillow's the<|endoftext|>,*IN.V bed: the	 forthat pillow's the<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
390,🅂*IN?V else:what	<|endoftext|>,*IN?V else:what	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
391,🅂That's. why yourself I of say ahead not get to<|endoftext|>,That's. why yourself I of say ahead not get to<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
392,"🅂After his. father heard� had� fathers his departure which She wordso strange De theo mind lay his still in on over his turned mat and,, from idol which the he at could up not gazed move he, often and<|endoftext|>","After his. father heard� had� fathers his departure which She wordso strange De theo mind lay his still in on over his turned mat and,, from idol which the he at could up not gazed move he, often and<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
393,🅂Club career. statistics<|endoftext|>,Club career. statistics<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
394,🅂*CH.Iagain:	<|endoftext|>,*CH.Iagain:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
395,"🅂I guess� you��.� longll so be for wanting trees a them drink in ofing hotost coffee ro, after<|endoftext|>","I guess� you��.� longll so be for wanting trees a them drink in ofing hotost coffee ro, after<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
396,"🅂""It."" is machine a the good hide place to<|endoftext|>","""It."" is machine a the good hide place to<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
397,🅂*CH.Iyeah:	<|endoftext|>,*CH.Iyeah:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
398,🅂*M.OT company: the	 isAndrex<|endoftext|>,*M.OT company: the	 isAndrex<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
399,"🅂You...? you okay don,'t me know<|endoftext|>","You...? you okay don,'t me know<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
400,🅂Danger!<|endoftext|>,Danger!<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
401,🅂So you.'d possibilities use of M numberm the. down your fine valuem system er to actually<|endoftext|>,So you.'d possibilities use of M numberm the. down your fine valuem system er to actually<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
402,🅂*CH.Istore: drug	 thethis is<|endoftext|>,*CH.Istore: drug	 thethis is<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
403,🅂*M.OT all:'s	that<|endoftext|>,*M.OT all:'s	that<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
404,"🅂""That.'s replied the Ned idea,""<|endoftext|>","""That.'s replied the Ned idea,""<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
405,🅂If it.. wasn problems't family for my<|endoftext|>,If it.. wasn problems't family for my<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
406,🅂We know. you careful'll be<|endoftext|>,We know. you careful'll be<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
407,🅂–Security. to Okay Ward. A<|endoftext|>,–Security. to Okay Ward. A<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
408,🅂*CH.I right:xxx	<|endoftext|>,*CH.I right:xxx	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
409,"🅂Who are? No exact, it what get do to they have do you, do I First know,<|endoftext|>","Who are? No exact, it what get do to they have do you, do I First know,<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
410,"🅂""So"" the--<|endoftext|>","""So"" the--<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
411,🅂*BR.Oxx: x	 umIelly put sm<|endoftext|>,*BR.Oxx: x	 umIelly put sm<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
412,"🅂Uh,. we car havesized a- mid<|endoftext|>","Uh,. we car havesized a- mid<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
413,🅂[Ch]uckles<|endoftext|>,[Ch]uckles<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
414,🅂*M?OT class: our	 todid come he to not want<|endoftext|>,*M?OT class: our	 todid come he to not want<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
415,🅂%int.: worry	't1 don leng sothen oneed hard % aadd of: kind	 isEX puzzle2 this * actuallyEX...2xxx:	<|endoftext|>,%int.: worry	't1 don leng sothen oneed hard % aadd of: kind	 isEX puzzle2 this * actuallyEX...2xxx:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
416,🅂*M?OT huh: glasses	with<|endoftext|>,*M?OT huh: glasses	with<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
417,"🅂She's. not like my I girlfriend woman, a she's<|endoftext|>","She's. not like my I girlfriend woman, a she's<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
418,🅂*CH.Id:uh	 glblack is<|endoftext|>,*CH.Id:uh	 glblack is<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
419,"🅂I tell. her bit that a we leak don just't but usually, cryl,aw either b,'t that don is we,<|endoftext|>","I tell. her bit that a we leak don just't but usually, cryl,aw either b,'t that don is we,<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
420,🅂*M.OT hours: three	 aboutthat's<|endoftext|>,*M.OT hours: three	 aboutthat's<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
421,🅂*M.OT this: like	 itsee hook you<|endoftext|>,*M.OT this: like	 itsee hook you<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
422,"🅂Opening the. jackitsknife sl he small cut made from this one of of edge the the skins near a intervals large regular circular at piece and,<|endoftext|>","Opening the. jackitsknife sl he small cut made from this one of of edge the the skins near a intervals large regular circular at piece and,<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
423,🅂Oh!<|endoftext|>,Oh!<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
424,🅂It was. melting streams and cold running little down in his back<|endoftext|>,It was. melting streams and cold running little down in his back<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
425,🅂At the. same world time changing N a C of V challenges O the has meet been to active ability in own addressing organisations voluntary<|endoftext|>,At the. same world time changing N a C of V challenges O the has meet been to active ability in own addressing organisations voluntary<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
426,🅂- Tor.ped readyo 4 ready and? 3<|endoftext|>,- Tor.ped readyo 4 ready and? 3<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
427,🅂*M.OThm:m	<|endoftext|>,*M.OThm:m	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
428,"🅂Then came. a above more fire terrible of crash glare than the She theno and De,o burning had of ever smell before the heard was; there and after the moment<|endoftext|>","Then came. a above more fire terrible of crash glare than the She theno and De,o burning had of ever smell before the heard was; there and after the moment<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
429,🅂*CH.I paper: of	 blockI another need<|endoftext|>,*CH.I paper: of	 blockI another need<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
430,"🅂With a. stick place she bathing f theirished of out limits one safety end the of indicate a to small used rope had and they was"" soon line haothesulingcl away "" at the what be appeared to<|endoftext|>","With a. stick place she bathing f theirished of out limits one safety end the of indicate a to small used rope had and they was"" soon line haothesulingcl away "" at the what be appeared to<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
431,"🅂""Do?"" you there see over any box difference goods between dry this that pile and of lumber<|endoftext|>","""Do?"" you there see over any box difference goods between dry this that pile and of lumber<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
432,"🅂And if. all you this for goes plans well big, have I<|endoftext|>","And if. all you this for goes plans well big, have I<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
433,🅂*M.OTdriver: screw	 thewith<|endoftext|>,*M.OTdriver: screw	 thewith<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
434,"🅂That's. why it I of'm stress such the a take bitch't on can the I phonecause to'people it, with because done I get don and't, wanna out get and to in know get them wanna, just I I don,'t lives wanna their know about<|endoftext|>","That's. why it I of'm stress such the a take bitch't on can the I phonecause to'people it, with because done I get don and't, wanna out get and to in know get them wanna, just I I don,'t lives wanna their know about<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
435,🅂*CH.I oh:uh	<|endoftext|>,*CH.I oh:uh	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
436,🅂You okay?<|endoftext|>,You okay?<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
437,"🅂A great. assembly effect was that held to, king and the the by king signed's document advocate a announced produced to and them, the illness intention his of during the queen king the to upon confer government the<|endoftext|>","A great. assembly effect was that held to, king and the the by king signed's document advocate a announced produced to and them, the illness intention his of during the queen king the to upon confer government the<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
438,🅂*CH?I it: after	 lookyou<|endoftext|>,*CH?I it: after	 lookyou<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
439,🅂Varack.a Cup played World in FIFA the the 1958 of and editions 1966<|endoftext|>,Varack.a Cup played World in FIFA the the 1958 of and editions 1966<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
440,"🅂erm but. on something the do other to side trying, is I church do the thinkm I er want that to afternoon say this<|endoftext|>","erm but. on something the do other to side trying, is I church do the thinkm I er want that to afternoon say this<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
441,🅂2022. was people also billion a 8 year reached in population which world the<|endoftext|>,2022. was people also billion a 8 year reached in population which world the<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
442,🅂*M.OTaddy:d	<|endoftext|>,*M.OTaddy:d	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
443,"🅂While he. was women searchingicing for rejo it the, by the flowers Spartans with ( crownedwho was do he seem and this, time free to was haveene fled Mess) but escaped;<|endoftext|>","While he. was women searchingicing for rejo it the, by the flowers Spartans with ( crownedwho was do he seem and this, time free to was haveene fled Mess) but escaped;<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
444,🅂After this. time treatment various and symptomsosis begin Diagn to: appear including<|endoftext|>,After this. time treatment various and symptomsosis begin Diagn to: appear including<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
445,"🅂""B.unny called!"" she<|endoftext|>","""B.unny called!"" she<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
446,🅂Statistics.<|endoftext|>,Statistics.<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
447,🅂You're. not Pete going tell to<|endoftext|>,You're. not Pete going tell to<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
448,🅂*M.OTyeah:	<|endoftext|>,*M.OTyeah:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
449,🅂*M?OT egg:s	 'where<|endoftext|>,*M?OT egg:s	 'where<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
450,🅂Excuse. me<|endoftext|>,Excuse. me<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
451,🅂*F.AThm:m		you: wantO anyBR more * ham? Bro<|endoftext|>,*F.AThm:m		you: wantO anyBR more * ham? Bro<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
452,🅂Father!<|endoftext|>,Father!<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
453,🅂*CH?I backyard: your	 inbut it you walk can<|endoftext|>,*CH?I backyard: your	 inbut it you walk can<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
454,"🅂[no? verbal this response is;what J	F: getsE aJ chair * to] reach investigate other to tracks over] leans * andAM notices:E	 Jwhere;'s mic mar hiddenbles the→ finds *TPJ [F→: too	 TPjust for a one second get, me let<|endoftext|>","[no? verbal this response is;what J	F: getsE aJ chair * to] reach investigate other to tracks over] leans * andAM notices:E	 Jwhere;'s mic mar hiddenbles the→ finds *TPJ [F→: too	 TPjust for a one second get, me let<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
455,🅂The .<|endoftext|>,The .<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
456,🅂*M.OT is:it	<|endoftext|>,*M.OT is:it	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
457,🅂*CH.I clean: all	'sJeitann	ine:!I *CH<|endoftext|>,*CH.I clean: all	'sJeitann	ine:!I *CH<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
458,"🅂= =. = France B ofiz partanos southwestern = the = in ="" Bementizpartanosé isd a "" communiqueseant ofAtl the- Pyreséné<|endoftext|>","= =. = France B ofiz partanos southwestern = the = in ="" Bementizpartanosé isd a "" communiqueseant ofAtl the- Pyreséné<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
459,🅂There is. a store real my Michael in Sch Ferrariumacher<|endoftext|>,There is. a store real my Michael in Sch Ferrariumacher<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
460,🅂[points? toggy picture do in a books]'*thatM	OT:<|endoftext|>,[points? toggy picture do in a books]'*thatM	OT:<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
461,"🅂With full.-00page. Illust1rations $ by price C,. cloth J,.mo ST 12AN.ILIAND., R<|endoftext|>","With full.-00page. Illust1rations $ by price C,. cloth J,.mo ST 12AN.ILIAND., R<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
462,"🅂A:?	 homeYou your do in,<|endoftext|>","A:?	 homeYou your do in,<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
463,"🅂As of. 2010 HD, TV NBA NBA TV: coverage partners can following be the seen via in countries 40<|endoftext|>","As of. 2010 HD, TV NBA NBA TV: coverage partners can following be the seen via in countries 40<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
464,🅂What I. meant yesterday was handy... in - come Would've<|endoftext|>,What I. meant yesterday was handy... in - come Would've<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
465,🅂*M?OT sides: of	 numberhave same you the got<|endoftext|>,*M?OT sides: of	 numberhave same you the got<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
466,🅂It was. released Records on Row Dre Death's<|endoftext|>,It was. released Records on Row Dre Death's<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
467,🅂*M?OT darling: name	 herwhat was<|endoftext|>,*M?OT darling: name	 herwhat was<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
